investigator_full_name,year_id,num_external_grants
Jay N. Patel,2022,
Jay N. Patel,2023,
Jay N. Patel,2024,
Sanjiv J. Shah,2024,
Angelo P. Tanna,2014,
Angelo P. Tanna,2015,
Angelo P. Tanna,2016,
Angelo P. Tanna,2017,
Angelo P. Tanna,2018,
Angelo P. Tanna,2019,
Angelo P. Tanna,2020,
Angelo P. Tanna,2021,
Angelo P. Tanna,2022,
Angelo P. Tanna,2023,
Angelo P. Tanna,2024,
Ange-Therese Akono,2014,
Ange-Therese Akono,2015,
Ange-Therese Akono,2016,
Ange-Therese Akono,2017,
Ange-Therese Akono,2018,
Ange-Therese Akono,2019,
Ange-Therese Akono,2020,
Ange-Therese Akono,2021,
Ange-Therese Akono,2022,
Ange-Therese Akono,2023,
Ange-Therese Akono,2024,
Oluwseyi Balogun,2014,
Oluwseyi Balogun,2015,
Oluwseyi Balogun,2016,
Oluwseyi Balogun,2017,
Oluwseyi Balogun,2018,
Oluwseyi Balogun,2019,
Oluwseyi Balogun,2020,
Oluwseyi Balogun,2021,
Oluwseyi Balogun,2022,
Oluwseyi Balogun,2023,
Oluwseyi Balogun,2024,
Ziwei LI,2014,
Ziwei LI,2015,
Ziwei LI,2016,
Ziwei LI,2017,
Ziwei LI,2018,
Ziwei LI,2019,
Ziwei LI,2020,
Ziwei LI,2021,
Ziwei LI,2022,
Ziwei LI,2023,
Ziwei LI,2024,
Douglas Mathew Sidle,2014,
Douglas Mathew Sidle,2015,
Douglas Mathew Sidle,2016,
Douglas Mathew Sidle,2017,
Douglas Mathew Sidle,2018,
Douglas Mathew Sidle,2019,
Douglas Mathew Sidle,2020,
Douglas Mathew Sidle,2021,
Douglas Mathew Sidle,2022,
Douglas Mathew Sidle,2023,
Douglas Mathew Sidle,2024,
Peter M. Vila,2014,
Peter M. Vila,2015,
Peter M. Vila,2016,
Peter M. Vila,2017,
Peter M. Vila,2018,
Peter M. Vila,2019,
Peter M. Vila,2020,
Peter M. Vila,2021,
Peter M. Vila,2022,
Peter M. Vila,2023,
Peter M. Vila,2024,
Jenna B. Shapiro,2014,
Jenna B. Shapiro,2015,
Jenna B. Shapiro,2016,
Jenna B. Shapiro,2017,
Jenna B. Shapiro,2018,
Jenna B. Shapiro,2019,
Jenna B. Shapiro,2020,
Jenna B. Shapiro,2021,
Jenna B. Shapiro,2022,
Jenna B. Shapiro,2023,
Jenna B. Shapiro,2024,
Jill A. Weissberg Benchell,2024,
Adeboye Ogunseitan,2014,
Adeboye Ogunseitan,2015,
Adeboye Ogunseitan,2016,
Adeboye Ogunseitan,2017,
Adeboye Ogunseitan,2018,
Adeboye Ogunseitan,2019,
Adeboye Ogunseitan,2020,
Adeboye Ogunseitan,2021,
Adeboye Ogunseitan,2022,
Adeboye Ogunseitan,2023,
Adeboye Ogunseitan,2024,
Jacqueline Marie Kruser,2014,
Jacqueline Marie Kruser,2015,
Jacqueline Marie Kruser,2016,
Jacqueline Marie Kruser,2017,
Jacqueline Marie Kruser,2018,
Jacqueline Marie Kruser,2019,
Jacqueline Marie Kruser,2020,
Jacqueline Marie Kruser,2021,
Jacqueline Marie Kruser,2022,
Jacqueline Marie Kruser,2023,
Jacqueline Marie Kruser,2024,
Jane E. Wilcox,2023,
Jane E. Wilcox,2024,
Kathleen L. Grady,2014,
Kathleen L. Grady,2015,
Kathleen L. Grady,2016,
Kathleen L. Grady,2017,
Kathleen L. Grady,2018,
Kathleen L. Grady,2019,
Kathleen L. Grady,2020,
Kathleen L. Grady,2021,
Kathleen L. Grady,2022,
Kathleen L. Grady,2023,
Kathleen L. Grady,2024,
Kenzie A. Cameron,2014,
Kenzie A. Cameron,2015,
Kenzie A. Cameron,2016,
Kenzie A. Cameron,2017,
Kenzie A. Cameron,2018,
Kenzie A. Cameron,2019,
Kenzie A. Cameron,2020,
Kenzie A. Cameron,2021,
Kenzie A. Cameron,2022,
Kenzie A. Cameron,2023,
Kenzie A. Cameron,2024,
Sarah Chuzi,2014,
Sarah Chuzi,2015,
Sarah Chuzi,2016,
Sarah Chuzi,2017,
Sarah Chuzi,2018,
Sarah Chuzi,2019,
Sarah Chuzi,2020,
Sarah Chuzi,2021,
Sarah Chuzi,2022,
Sarah Chuzi,2023,
Sarah Chuzi,2024,
Mary Ellen Stoykov (Phillips),2014,
Mary Ellen Stoykov (Phillips),2015,
Mary Ellen Stoykov (Phillips),2016,
Mary Ellen Stoykov (Phillips),2017,
Mary Ellen Stoykov (Phillips),2018,
Mary Ellen Stoykov (Phillips),2019,
Mary Ellen Stoykov (Phillips),2020,
Mary Ellen Stoykov (Phillips),2021,
Mary Ellen Stoykov (Phillips),2022,
Mary Ellen Stoykov (Phillips),2023,
Mary Ellen Stoykov (Phillips),2024,
Yuan Yang,2014,
Yuan Yang,2015,
Yuan Yang,2016,
Yuan Yang,2017,
Yuan Yang,2018,
Yuan Yang,2019,
Yuan Yang,2020,
Yuan Yang,2021,
Yuan Yang,2022,
Yuan Yang,2023,
Yuan Yang,2024,
